OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."" "
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"I swear to you, I will change the world."
Mikage,How is it that this rose... 
Mikage,"can flower here in the bowels of the earth, where the sun never shines?"
Mamiya,Because my black rose is absorbing the darkness.
Mamiya,"Say, Sempai... "
Mamiya,I've heard that Student Council President Kiryuu has been absent from school lately.
Mamiya,It would explain why the academy has been so quiet recently.
Mikage,"Well, that's good. "
Mikage,A proper academy should be a peaceful place for study.
taitoru,The Boys of the Black Rose 
Anthy,"Then, if you'll excuse me. "
Utena,"I'm home, Chuchu! "
Utena,"My class had a party, it being Saturday and all."
Utena,"Your master should have been there, too. "
Utena,She's always so unsociable... 
Utena,"I'm home, Himemiya! "
Utena,"What, she's not here? "
Utena,It's leftovers from the party. 
Utena,"Man, I'm tired. "
Utena,"Come to think of it, I hardly ever see Himemiya on Saturday night."
Utena,"Chuchu, do you know something about that? "
Anthy,"Oh, Utena-sama. "
Utena,Hi. Where have you been? 
Anthy,At school. 
Utena,I see. 
Utena,It seems like you're never around most weekend nights. Is something going on?
Anthy,"Yes, because I've been told that we should meet at least once a week."
Utena,Meet who? 
Anthy,My older brother. 
Utena,Ohh... 
Utena,What?! You have a brother?! 
Utena,Excuse us! 
Utena,"Oops, wrong floor. "
Anthy,"No, this is the place. "
Utena,"So, this is the Trustee Chairman's Office... "
Utena,Looks like a tough place to keep clean. 
Utena,That's huge! Is this your brother? 
Anthy,"No, this is a planetarium projector. "
Utena,Huh? 
Anthy,Utena-sama? 
Utena,Shh... 
Utena,"Bad timing, Himemiya. They're making out."
Utena,Let's split before we get in the way. 
