OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."" "
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"I swear to you, I will change the world. "
Touga,You're driving quite fast. 
Akio,"She's purring nicely, don't you think? Care to take the wheel?"
Touga,What? But I still don't... 
Akio,You're too strict... 
Touga,"That was a rather indecent proposal, Mr. Chairman."
Akio,"My Ohtori Academy has a regard for students' independence, Mr. President."
title,Our Eternal Apocalypse 
Akio,Yes? 
Wakaba,"Umm, I'm a friend of Tenjou Utena, and... "
Akio,"Ah, hold on a second. "
Akio,Please come in. 
Wakaba,Th- th- thanks. 
Anthy,"Oh, welcome. "
Utena,"Hey, Wakaba! "
Wakaba,Ta-dah! I came over to help you! 
Utena,Thanks! 
Wakaba,"Wow, this is so cool! "
Wakaba,Much nicer than your old room in that haunted mansion.
Utena,But it's a bit too large. 
Wakaba,"Well, whatever you say, it's just beautiful. "
Wakaba,"It's really like, ""Hey, I'm super lucky!"" you know!"
Utena,I think so. It is a nice room. 
Wakaba,I'm not talking about the room. 
Utena,Huh? 
Wakaba,How dreamy... 
Utena,What is? 
Wakaba,The chairman! The chairman! 
Wakaba,"That smile, is that what they call an angel's smile?"
Wakaba,"Living under the same roof with a man like that,"
Wakaba,"...and an exciting, romantic development coming along, I envy you!"
Utena,"Look, Wakaba, Akio-san's already got a fiancee."
Wakaba,He does? 
Utena,Yep. 
Wakaba,I wonder why all the good men in this world are already taken.
Utena,"There, there. "
Akio,What's already taken? 
Akio,Won't you have some tea? 
Wakaba,All right! 
Akio,"Since we don't have any other family, I want to be near my sister, of course."
Akio,"But it's cruel to separate her from the friend she finally made,"
