OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."" "
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"I swear to you, I will change the world. "
Tsuwabuki,"All this morning, it's classes as usual. 3rd period Music is about music appreciation."
Tsuwabuki,The topic is Orff's Karmina Burana. The report you will present is already complete.
Tsuwabuki,"Before you go to the Music room, take a look inside your locker."
Tsuwabuki,"6th period English, there's a vocabulary test, so here's your cribsheet."
Nanami,I see. 
Tsuwabuki,I'll inform you of your afterschool plans at lunchtime. After that-
Nanami,Tsuwabuki... 
Tsuwabuki,"Yes, ma'am? "
Nanami,Thank you. 
Tsuwabuki,Certainly! 
Boy,A runaway horse! 
Boy,A horse is on the loose! 
Tsuwabuki,Watch out! 
Tsuwabuki,My name is Tsuwabuki Mitsuru. 
Tsuwabuki,I am a student who has dedicated all of myself to Nanami-san.
Tsuwabuki,"And so, I have a secret that absolutely no one must know!"
text,Nanami-sama Secret Diary 
Utena,Tsuwabuki-kun's been hurt? 
Nanami,"Yes, while protecting me. "
Himemiya,Did he die? 
Nanami,Of course not! 
Nanami,"The wound itself looks like little more than a bruise and a broken nail,"
Nanami,...but he's still unconscious. 
Nanami,"Right now, I'm having them arrange a hospital for him."
Himemiya,Hmm? What's this? 
Utena,A schedule book? 
Nanami,"Oh, that's Tsuwabuki's. "
Utena,So he's got names and addresses and stuff written in here?
Himemiya,It has diary-type things written in it.
Nanami,What? Read it! 
Himemiya,"""My name is Tsuwabuki Mitsuru."" "
Himemiya,"""I am a student who has dedicated all of myself to Nanami-san."""
Tsuwabuki,I have always had my eye on Nanami-san. 
Tsuwabuki,...and only Nanami-san. 
Keiko,It's your fault! 
