OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."""
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up
OP,"by whatever means, "
OP,"I swear to you, I will change the world."
Girl,Are you okay? 
Girl,"Hey, there... "
Girl,Are you all right? 
Girl,What a weird girl. I shouldn't have bothered worrying.
Title,"Nanami-sama, Beware! "
Touga,Somebody's trying to kill you? 
Nanami,It isn't the first time either. 
Nanami,"A flowerpot almost fell on me, "
Nanami,"a pile of logs fell towards me, "
Nanami,and someone tried to push me down some stairs.
Miki,What awful luck... 
Nanami,"Help me, Onii-sama! "
Nanami,These attempts must certainly be the result of someone being jealous
Nanami,"of my cute looks, my popularity and refinement."
Nanami,I'm so scared! 
Touga,I was wondering what your story was going to be.
Touga,"Don't you think you read too many of those whodunnit novels, Nanami?"
Nanami,"Oh, no... "
Touga,"Sorry, but I'm busy with Student Council responsibilities. Excuse me."
Nanami,Onii-sama... 
Nanami,Rats. He was so cold. 
Miki,Sibling relationships are complex. 
Nanami,What does that mean? 
Miki,You don't have any idea? 
Miki,Did you do something that someone might hold a grudge against you for?
Nanami,How rude... 
Keiko,That's right. Nanami-sama knows what she's doing.
Aiko,She always gets others' hands dirty but never her own!
Miki,I see. 
Nanami,Don't listen to them! 
Miki,Sorry. 
Nanami,"You believe this isn't any of your concern,"
Nanami,but someone might be trying to take my life this very moment!
Aiko&Keiko,Nanami-sama! 
Utena,"Sorry, sorry! We didn't think it'd go this far."
Utena,Let's see... Where's the ball? Did you guys see the ball?
Nanami,"So, you're the one. "
Nanami,"You tried to drop a flowerpot on me, rolled a pile of logs toward me,"
Nanami,and pushed me down the stairs. That was all YOUR doing!
Utena,What're you talking about? 
