OP,"Heroically, with bravery "
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."" "
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"I swear to you, I will change the world. "
juri,"See, I have no choice but to give up. "
juri,"After all, there are no such things in this world as miracles."
juri,Next! 
juri,Next! 
juri,Next! 
miki,It was amazing of you to beat that many people in a row.
miki,"No one's a match for you anymore, Juri-san. "
juri,So what would I possibly gain? 
juri,Would I break the world's shell? 
Title,Juri's Unfulfillment 
otoko,"Arisugawa-kun, "
otoko,I appreciate you Student Council members moderating last week's area study meeting.
otoko,"All the other teachers were impressed, saying it was better than recent years."
otoko,All of your Student Council activities will remain as our academy's tradition.
juri,"Thank you, sir. "
otoko,"Say, why don't we talk about the Student Council's future activities over lunch?"
juri,"Yes, sir. "
otoko,Wait here for a moment. 
onnna,You really don't follow the Academy Regulations. 
onnna,Where is it written in the regulations that you could bring pets to school?!
utena,"I didn't bring him, he just brought my lunch box for me."
utena,Is that against the regulations? 
onnna,Having a monkey bring what you've forgot... 
onnna,is too stupid a problem to be in the regulations!
onnna,"Do you understand, Tenjou Utena-san!? "
utena,When you put it that way... 
onnna,What's this rebellious attitude? 
onnna,Now I won't forgive y... 
onnna,Hey! Hold it! 
utena,"Oh, well... "
juri,Hi there. 
onnna,"I said, hold it! "
juri,Are you Tenjou Utena? 
utena,"You're a member of the Student Council, aren't you?"
onnna,Hold it! 
juri,I'd like to talk to you a little bit. 
onnna,"Utena-san, you help too! "
onnna,Hold it! 
utena,"Sorry, I can't spare the time just now... "
onnna,"All right, a dead end. Utena-san, shut the door."
utena,"Y- Yes, ma'am. "
otoko,Sorry to keep you waiting. Shall we go? 
juri,Vice-Principal... 
