Juri,Feelings I can never put into words.
Juri,But my heart always keeps on whispering. 
Juri,And...you too... 
sign,Tsuchiya Ruka 
Juri,Next! 
Juri,Next! 
Utena,Senpai's really something. This is the eighth opponent in a row.
Anthy,She's so strong. 
Juri,Next! 
Juri,Next! 
Miki,Yes ma'am! 
Ruka,"Sorry for not having an appointment, but would you mind if I was your next opponent?"
Ruka,Sorry. 
Miki,Amazing. He's as good as Juri-senpai is.
Utena,No. Senpai was slightly slower. 
Ruka,"I was wondering how much you'd grown while I was away,"
Ruka,but it looks like I shouldn't have gotten my hopes up.
Juri,"So it really was you, Captain. "
Utena,What?! 
Miki,"""Captain""...? "
Ruka,"Hey hey, you're the captain now, Arisugawa. "
title,Whispering in the Dark 
Juri,Ruka has returned to the Academy. 
Nanami,Ruka has? 
Juri,"Yes. Tsuchiya Ruka, Captain of the Fencing Club."
Miki,"Juri-san, aren't you the Captain of the Fencing Club?"
Juri,I'm just minding things in his absense. 
Miki,I had no idea. 
Nanami,But what the heck is he doing back now?
Ruka,"How cruel, Nanami-kun. "
Ruka,Is that any way to talk to a recovering upperclassman?
Nanami,Ruka-senpai! 
Ruka,"Having long been absent from school due to an illness, I have now returned to school."
Nanami,Congratulations on your good health... 
Ruka,Thank you. 
Ruka,The Ends of the World seems rather displeased. 
Ruka,He complains that none of you have any spine.
Juri,Have you been chosen too? 
Miki,Then you're going after Tenjou-san too? 
Ruka,Hey now. I'm still recovering. 
Nanami,Then what do you intend to do? 
Ruka,"Good question. Well, I haven't been at the Academy for a while."
Ruka,"For now, I think I'll just enjoy the carefree student life."
Nanami,Thanks for the meal... 
Ruka,"No, close your stance more. "
Ruka,Tilt in your hips. 
Ruka,"Yes, that's more like it. "
girl,Okay. 
girl,"Hey, get out of there! I want my turn! "
crowd,Me too! Me too! 
girl,Tsuchiya-san's just so awesome! 
girl,It feels like he's all anyone talks about anymore.
sign,Arisugawa Juri 
sign,Tsuchiya Ruka 
Shiori,U-um...I'm sorry... 
Shiori,"I, um, wasn't trying to... "
Ruka,I see. So it was you. 
Shiori,What...? 
Ruka,"While I was away, somebody polished my sword every day."
Ruka,I was so happy. 
Ruka,"It was you, right? "
Shiori,"Yes. All for your sake, "
Shiori,every day I polished this sword... 
Ruka,Thank you. You're such a gentle person. 
Shiori,"Oh no, I'm not- "
girl,"Hey, check it out! Get a load of those two!"
girls,Whoa! Major shock! 
girl,Shiori's really something! 
girl,I can't believe she got Tsuchiya-san so fast!
girl,She's usually all quiet and stuff... 
girl,...but she really kicks butt when she wants to.
Juri,"I have something to say. Meet me ""there"". "
Ruka,I'm glad you remembered this place. 
Ruka,"Sure takes you back, doesn't it? "
Ruka,I taught you all my techniques here. 
Ruka,"From the moment you entered the club, your talent shone brighter than anyone else."
Juri,You're the Captain of the Fencing Team. I leave the management of the club in your hands.
Ruka,Oh? 
Juri,And whatever you're plotting as a Duelist is none of my concern.
Juri,But... 
Ruka,But? 
Juri,Keep your hands off of Shiori. 
Ruka,What for? 
Juri,Shiori is... 
Juri,Shiori is an old friend of mine. 
Ruka,I see. I understand what you're saying. 
Ruka,But I think you're misunderstanding something.
Juri,What? 
Ruka,I said already that I was going to live the carefree life.
Ruka,Why shouldn't I be free to enjoy romance with anyone in the Academy I want?
Utena,Tsuchiya Ruka. A swordsman good enough to surpass Arisugawa-senpai.
Utena,This amazing person has returned to the Fencing Club.
Anthy,"You seem to be worried, Utena-sama. "
Utena,Yeah. I feel some kind of unease. 
Ruka,You're panting just like a little puppy. 
Shiori,Come on... 
Ruka,"Well, shall we go? "
Ruka,"No matter how long the night is, it'll be just like a second to us."
Shiori,Yes. 
Juri,He knows. 
Juri,He knows everything. 
Shiori,"Oh, Juri-san. "
Shiori,What's that expression for? 
Juri,"Shiori, you shouldn't go out with him. "
Shiori,What? 
Juri,"Your surprise is understandable. But, I'm worried about you."
Juri,You mustn't trust that- 
Shiori,Juri-san. 
Shiori,"You really suck, you know? "
girl,"Shiori, whatcha up to? "
girl,Let's get going already. 
Shiori,"Yeah, coming. "
girl,What's wrong? 
Shiori,"Oh, nothing. "
girl,Isn't Arisugawa-senpai such a scary person?
Shiori,"Oh, really? "
