OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."" "
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up 
OP,"by whatever means, "
OP,"I swear to you, I will change the world."
Aiko,"You look pretty as always, Nanami-sama. "
Yuuko,"There's no match for you in this academy, Nanami-sama."
Keiko,"We're really happy being allowed to be with you, Nanami-sama."
title,Troublesome Insects 
banners,Ohtori Academy Junior High - Entrance Ceremony -
Yuuko,Hey... 
Yuuko,"You're in the same class as us, right? "
Aiko,"If you like, why don't you join our group? "
Keiko,Let's be friends. 
Touga,"It was a wonderful entrance ceremony, Nanami."
Nanami,Onii-sama! 
Yuuko,Isn't that Kiryuu Touga-sama? 
Aiko,"It is, it's Touga-sama, the Student Council President!"
Keiko,Then this girl is... 
Yuuko,Touga-sama's little sister?! 
Trio,It's so dreamy! 
Trio,"Ah, what a wonderful encounter! "
Aiko,"It's like, meeting Nanami-sama changed my life."
Keiko,We were lucky we were the first ones to talk to Nanami-sama.
Yuuko,We've got to be grateful. Nanami-sama chose us from among so many students.
Aiko,"Yeah, we were selected to serve Nanami-sama. "
Keiko,"That's right, Aiko! "
Aiko,"Keiko, Yuuko! "
Aiko,"From now on, let's work together and give it our best shot!"
Keiko,Right! 
Yuuko,We're all the chosen ones. 
Trio,Let's do it! 
Nanami,I know! A party! 
Nanami,Why didn't I come up with it sooner? 
Nanami,I'll throw a magnificent party to encourage my brother!
Nanami,And it's got to be really magnificent! 
Nanami,"As things are, I won't be particular. "
Nanami,I'll generously invite all the prominent people in the entire academy!
boy,"Oh, Kiryuu-san, you're on day duty, right? "
Nanami,That will definitely cheer up my brother! 
boy,"Wipe the blackboard, would you? "
