OP,"Heroically, with bravery"
OP,"I'll go on with my life, "
OP,"just a long, long time. "
OP,But if the two of us should get split up
OP,"by whatever means, "
OP,"let go of me, "
OP,Take my revolution. 
Title,Utena ~ La Fillette Revolutionnaire 
OP,"In the sunny garden, we held each other's hands,"
OP,"drew close together and soothed each other with the words,"
OP,"""Neither of us will ever fall in love again."""
OP,Everytime 
OP,Into this photograph of us 
OP,"smiling cheek to cheek, "
OP,"I took a bit of loneliness, "
OP,and crammed it inside. 
OP,Revolution! 
OP,"Even in my dreams, even through my tears, "
OP,"even though I'm being hurt, "
OP,"reality is approaching now, frantically. "
OP,What I want now is to find out 
OP,"just where I belong, "
OP,"and my self-worth, up through today. "
OP,"Heroically, I'll throw away "
OP,"my clothes 'til I'm nude, "
OP,"like the roses dancing all around me, whirling free."
OP,But if the two of us should get split up
OP,"by whatever means, "
OP,"I swear to you, I will change the world. "
girl,I hear there's going to be a duel in the kendo dojo!
girl,Touga-sempai and Saionji-sempai again? 
Utena,A duel? 
girl,"Yeah, go for it! "
girl,Dreamy! 
girl,"Oh, Touga-sama, look over here! "
girl,Dreamy! Cool! 
girl,"Get him, Saionji-sempai! "
girl,Sempai! 
girl,Hooray! Hooray! Touga-sama! 
girl,"Get him! Get him, Saionji! "
boy,"Shh, they're starting. "
Utena,Heh... he's pretty good. 
Utena,"Guess he's not just some Casanova, after all."
Utena,Looks like Mr. President won this one. 
girl,Saionji-sempai! 
girl,Touga-sempai is the greatest! 
Girls,"Oh, you are my prince! "
Utena,Prince? 
girl,He's so cool! 
Touga,"Hey, now... "
Touga,Don't look at me so grimly... my dear friend.
Saionji,Who's your dear friend? 
Touga,How heartless... 
Touga,Aren't you my one and only friend? 
Saionji,Enough! 
Saionji,I'll NOT be defeated by the likes of you!
Title,The Castle Said To Hold Eternity 
Saionji,"What a pain in the ass you are, hanging around Anthy all the time!"
Utena,Look who's talking! 
Utena,"Stubborn people are the most hated, Sempai."
Saionji,"So it's you, Tenjou Utena. "
Saionji,Don't get carried away. 
Saionji,I will defeat you in the next duel and take Anthy back.
Saionji,Shut up! 
Utena,"You, beat me? "
Utena,You just got beaten by Kiryuu Touga a little while ago.
Saionji,You were watching? 
Saionji,I've fought hundreds of duels with him over the past 10 years.
Saionji,Today was just luck. 
Utena,Wow... you've known each other that long?
Saionji,I will not lose to him. 
Saionji,And I will take possession of the Rose Bride.
Utena,Do you really love Himemiya? 
